words@joa1982f	@joa1982f	70.496	70.768	аплодирует
words@joa1982f	@joa1982f	70.768	71.04	ну
words@joa1982f	@joa1982f	71.04	71.312	если
words@joa1982f	@joa1982f	71.312	71.584	процентов
words@joa1982f	@joa1982f	71.584	71.856	двадцать
words@joa1982f	@joa1982f	71.856	72.128	/
words@joa1982f	@joa1982f	72.128	72.4	это
words@joa1982f	@joa1982f	72.4	72.672	прям
words@joa1982f	@joa1982f	72.672	72.944	очень
words@joa1982f	@joa1982f	72.944	73.216	хорошо
words@joa1982f	@joa1982f	73.216	73.488	/
words@joa1982f	@joa1982f	73.488	73.76	ну
words@joa1982f	@joa1982f	73.76	74.032	вот
words@joa1982f	@joa1982f	74.032	74.304	человек
words@joa1982f	@joa1982f	74.304	74.576	двадцать
words@joa1982f	@joa1982f	74.576	74.848	просто
words@joa1982f	@joa1982f	74.848	75.12	#смеется#
words@joa1982f	@joa1982f	75.12	75.392	из
words@joa1982f	@joa1982f	75.392	75.664	тысячного
words@joa1982f	@joa1982f	75.664	75.936	зала
words@joa1982f	@joa1982f	75.936	76.208	и
words@joa1982f	@joa1982f	76.208	76.48	ты
words@joa1982f	@joa1982f	76.48	76.752	такая
words@joa1982f	@joa1982f	76.752	77.024	так
words@joa1982f	@joa1982f	77.024	77.296	/
words@joa1982f	@joa1982f	77.296	77.568	/
words@joa1982f	@joa1982f	77.568	77.84	окей
words@joa1982f	@joa1982f	77.84	78.112	/
words@joa1982f	@joa1982f	78.112	78.384	/
words@joa1982f	@joa1982f	78.384	78.656	это
words@joa1982f	@joa1982f	78.656	78.928	переводится
words@joa1982f	@joa1982f	78.928	79.2	как
words@joa1982f	@joa1982f	79.2	79.472	домогательство
words@joa1982f	@joa1982f	79.472	79.744	/
words@joa1982f	@joa1982f	79.744	80.016	идет
words@joa1982f	@joa1982f	80.016	80.288	речь
words@joa1982f	@joa1982f	80.288	80.56	о
words@joa1982f	@joa1982f	80.56	80.832	том-то
words@joa1982f	@joa1982f	80.832	81.104	о
words@joa1982f	@joa1982f	81.104	81.5	том-то
words@joa1982f	@joa1982f	82.26	82.536	вот
words@joa1982f	@joa1982f	82.536	82.812	/
words@joa1982f	@joa1982f	82.812	83.088	о
words@joa1982f	@joa1982f	83.088	83.364	том-то
words@joa1982f	@joa1982f	83.364	83.64	/
words@joa1982f	@joa1982f	83.64	83.916	о
words@joa1982f	@joa1982f	83.916	84.192	том-то
words@joa1982f	@joa1982f	84.192	84.468	/
words@joa1982f	@joa1982f	84.468	84.744	туда-сюда
words@joa1982f	@joa1982f	84.744	85.02	/
words@joa1982f	@joa1982f	85.02	85.296	ты
words@joa1982f	@joa1982f	85.296	85.572	такая
words@joa1982f	@joa1982f	85.572	85.848	говоришь
words@joa1982f	@joa1982f	85.848	86.124	например
words@joa1982f	@joa1982f	86.124	86.4	там
words@joa1982f	@joa1982f	86.4	86.676	Харви
words@joa1982f	@joa1982f	86.676	86.952	Вайнштейн
words@joa1982f	@joa1982f	86.952	87.228	/
words@joa1982f	@joa1982f	87.228	87.504	первый
words@joa1982f	@joa1982f	87.504	87.78	такой
words@joa1982f	@joa1982f	87.78	88.056	громкий
words@joa1982f	@joa1982f	88.056	88.332	скандал
words@joa1982f	@joa1982f	88.332	88.608	/
words@joa1982f	@joa1982f	88.608	88.884	знаете
words@joa1982f	@joa1982f	88.884	89.16	кто
words@joa1982f	@joa1982f	89.16	89.436	это
words@joa1982f	@joa1982f	89.436	89.712	?
words@joa1982f	@joa1982f	89.712	89.988	/
words@joa1982f	@joa1982f	89.988	90.264	еще
words@joa1982f	@joa1982f	90.264	90.54	меньше
words@joa1982f	@joa1982f	90.54	90.816	людей
words@joa1982f	@joa1982f	90.816	91.092	/
words@joa1982f	@joa1982f	91.092	91.368	ты
words@joa1982f	@joa1982f	91.368	91.644	такая
words@joa1982f	@joa1982f	91.644	91.92	это
words@joa1982f	@joa1982f	91.92	92.196	вот
words@joa1982f	@joa1982f	92.196	92.472	такой
